bookid;name;author;genre;lang;rating1;rating2;rating3;rating4;rating5
845978;Sample: 100 Fashion Designers - 010 Curators - Cuttings from Contemporary Fashion;Phaidon Press;Unknown;English;0;1;3;8;11
846065;A Very Young Gymnast;Jill Krementz;Nonfiction;English;0;3;10;31;43
846066;A Woman's Worth;Marianne Williamson;Spirituality;English;48;107;492;1009;1872
846381;The Berenstain Bears and the Truth (The Berenstain Bears);Stan Berenstain;Childrens;English;128;315;1544;1875;3284
850882;The Berenstain Bears Forget Their Manners (The Berenstain Bears);Stan Berenstain;Childrens;English;167;524;2621;3281;6170
851678;Bird Of Paradise: The Colourful Career of the First Mrs Robinson;Sarah Gristwood;Nonfiction;English;1;0;1;7;4
853961;Midnight in Sicily;Peter Robb;Nonfiction;English;19;57;209;328;237
857333;What Remains: A Memoir of Fate, Friendship, and Love;Carole Radziwill;Autobiography;English;96;361;1896;4966;5021
857502;RESTful Web Services;Leonard Richardson;Computer Science;English;6;41;175;277;173
857529;The Art of Learning: A Journey in the Pursuit of Excellence;Josh Waitzkin;Nonfiction;English;127;479;1825;3398;3971
859230;Concerning the Spiritual in Art;Wassily Kandinsky;Art;English;4139;5674;14200;16404;26037
862041;The Museum of Kitschy Stitches: A Gallery of Notorious Knits;Stitchy McYarnpants;Crafts;English;1;2;18;37;59
862151;Elmore Leonard's 10 Rules of Writing;Elmore Leonard;Language;English;36;125;363;469;473
866284;Harry Potter Boxset (Harry Potter #1-7);J.K. Rowling;Fantasy;English;1195;1357;7320;32083;173722
866314;Reversal of Fortune: Inside the Von Bulow Case;Alan M. Dershowitz;Crime;English;0;12;69;81;68
868732;I, Maya Plisetskaya;Maya Plisetskaya;Biography;English;2;8;32;65;74
870506;Private View: Inside Baryshnikov's American Ballet Theatre;John     Fraser;Unknown;English;0;0;7;27;22
873993;The Trouble With Jenny's Ear;Oliver Butterworth;Childrens;English;1;6;16;46;64
876843;The Life and Death of Lord Erroll: The Truth Behind the Happy Valley Murder;Errol Trzebinski;Unknown;English;0;2;10;11;4
882278;The Trusted Advisor;David H. Maister;Business;English;34;117;439;656;531
885541;The Octopus: A Story of California (The Epic of the Wheat #1);Frank Norris;Fiction;English;34;104;354;538;383
886251;Divine Secrets Of The Ya Ya Sisterhood (Ya Yas #1);Rebecca Wells;Fiction;English;16085;35850;122577;162441;145053
888524;The Best Little Girl in the World;Steven Levenkron;Young Adult;English;187;474;1398;1493;1317
891224;The Only Way To Cross;John Maxtone-Graham;History;English;0;9;14;55;61
897461;The Message of a Master: Classic Tale of Wealth, Wisdon, and the Secret of Success;John  McDonald;Self Help;English;0;4;20;27;71
898885;Whatever You Do, Don't Run: True Tales Of A Botswana Safari Guide;Peter Allison;Cultural;English;87;330;1637;2771;2088
900065;Islandia;Austin Tappan Wright;Fantasy;English;5;20;58;132;278
900066;Loving Frank;Nancy Horan;Historical;English;1892;6272;21385;32803;18652
900068;The Berenstain Bears and the Messy Room (The Berenstain Bears);Stan Berenstain;Childrens;English;420;1137;5871;7542;14337
900070;The Berenstain Bears and the Bad Dream (The Berenstain Bears);Stan Berenstain;Childrens;English;32;98;572;579;918
900072;The Berenstain Bears and the Spooky Old Tree (The Berenstain Bears);Stan Berenstain;Childrens;English;108;292;1348;1761;3383
900089;The Berenstain Bears Go to School (The Berenstain Bears);Stan Berenstain;Unknown;English;209;468;2693;3533;8890
905821;The Berenstain Bears Go to Camp (The Berenstain Bears);Stan Berenstain;Childrens;English;20;88;552;554;965
907260;The Berenstain Bears Go Out for the Team (The Berenstain Bears);Stan Berenstain;Unknown;English;28;117;591;499;1005
907272;Absolutely Fabulous!: Architecture for Fashion;Ruth Hanisch;Unknown;English;0;0;0;0;0
908296;Ishi, Last of His Tribe;Theodora Kroeber;Nonfiction;English;10;27;140;165;161
908943;Practical Method of Italian Singing: Soprano or Tenor;Nicola Vaccai;Unknown;English;0;1;0;8;16
910039;The Sword of Rhiannon;Leigh Brackett;Fantasy;English;8;84;288;226;100
915182;Surfing San Onofre to Point Dume: 1936-1942;Don James;Art;English;0;0;4;2;8
918095;Down Time: Great Writers on Diving;Ed Kittrell;Environment;English;0;1;19;22;4
920093;Topgrading: How Leading Companies Win by Hiring, Coaching, and Keeping the Best People;Bradford D. Smart;Business;English;18;42;118;181;131
944102;The Religion (Tannhauser Trilogy #1);Tim Willocks;Historical;English;63;120;388;816;1024
949515;Modern Glamour: The Art of Unexpected Style;Kelly Wearstler;Design;English;0;9;22;36;34
949929;The Sting of the Scorpion (Hardy Boys #58);Franklin W. Dixon;Mystery;English;7;47;283;214;197
949948;Coaching for Performance: GROWing Human Potential and Purpose - the Principles and Practice of Coaching and Leadership (People Skills for Professionals);John Whitmore;Business;English;4;44;200;439;369
951443;Rich Mitch;Marjorie Weinman Sharmat;Unknown;English;0;3;5;1;2
953435;Circle of Gold;Candy Dawson Boyd;Cultural;English;10;16;49;56;83
955045;I Don't Know How She Does It (Kate Reddy #1);Allison Pearson;Womens Fiction;English;1023;2877;6535;5083;2780
955516;L'Å’uvre au noir;Marguerite Yourcenar;Fiction;French;54;170;500;1014;1253
963274;Against the Odds: An Autobiography;James Dyson;Biography;English;2;7;29;98;110
965019;A Dictionary of Costume and Fashion: Historic and Modern;Mary Brooks Picken;History;English;1;4;11;17;12
971088;A Company of Swans;Eva Ibbotson;Historical;English;134;520;1865;3066;3064
979186;Guardian Angel (The Moneypenny Diaries #1);Kate Westbrook;Fiction;English;15;36;95;109;45
981161;The Egoist;George Meredith;Classics;English;76;138;328;413;395
983942;A Tale of Two Gardens;Octavio Paz;Poetry;English;0;4;11;31;26
984021;Red Phoenix (Red Phoenix #1);Larry Bond;Fiction;English;135;493;2715;4394;3996
992612;The Reluctant Empress;Brigitte Hamann;History;English;5;34;193;413;428
998354;The Damned Utd;David Peace;Fiction;English;76;182;899;2389;2121
1000751;The Battle of the Villa Fiorita;Rumer Godden;Fiction;English;7;23;110;181;121
1001309;Fathers Playing Catch with Sons: Essays on Sport (Mostly Baseball);Donald Hall;Sports;English;0;4;18;29;18
1003378;Pollyanna (Pollyanna #1);Eleanor H. Porter;Classics;English;1424;3661;15556;21064;24454
1006087;Islands;Dan Sleigh;Unknown;English;17;34;86;106;70
1009845;The Legend of Bagger Vance: A Novel of Golf and the Game of Life;Steven Pressfield;Unknown;English;87;220;828;1104;1005
1010966;Guns, Germs and Steel;Jared Diamond;History;English;4674;10349;37386;73476;73186
1020312;The Time Trap;Alec MacKenzie;Business;English;7;15;64;91;53
1021634;White Hunters: The Golden Age of African Safaris;Brian Herne;Cultural;English;2;3;19;23;26
1022568;Identical Strangers: A Memoir of Twins Separated and Reunited;Elyse Schein;Nonfiction;English;36;255;854;1007;388
1022863;Balthazar (Alexandria Quartet #2);Lawrence Durrell;Fiction;English;29;69;412;918;1005
1025249;The Garden of the Gods (Corfu Trilogy #3);Gerald Durrell;Nonfiction;English;2;23;328;963;1300
1027760;Dune (Dune #1);Frank Herbert;Science Fiction;English;13799;23794;78177;164964;280651
1032760;Son of Interflux;Gordon Korman;Young Adult;English;8;26;119;212;314
1033120;Madeline and the Bad Hat (Madeline);Ludwig Bemelmans;Childrens;English;170;503;2894;4303;8978
1044059;Rails Deployment: Production Configuration and Advanced Rails Tactics;Ezra Zygmuntowicz;Computer Science;English;0;2;17;21;5
1049108;The Perfect Hour: The Romance of F. Scott Fitzgerald and Ginevra King, His First Love;James L.W. West III;Unknown;English;1;2;27;38;18
1051588;The Laskett: The Story of a Garden;Roy C. Strong;Gardening;English;0;0;3;7;3
1053029;A Passion for Opera: Learning to Love It: The Greatest Masters, Their Greatest Music;Peter Fox Smith;Unknown;English;0;1;0;2;5
1057543;I am Rembrandt's Daughter;Lynn Cullen;Historical;English;43;171;752;763;403
1062135;Legacy;Nevil Shute;Fiction;English;384;1280;7612;16278;16623
1072226;The Shuttle;Frances Hodgson Burnett;Classics;English;13;48;172;312;267
1075501;Come with Me from Lebanon: An American Family Odyssey;Ann Zwicker Kerr;Nonfiction;English;0;4;5;13;8
1081413;The Penguin Book of Sick Verse;George MacBeth;Poetry;English;0;3;2;5;9
1087117;Halide's Gift: A Novel;Frances Kazan;Fiction;English;4;15;54;47;14
1105956;Super Crunchers: Why Thinking-By-Numbers Is the New Way to Be Smart;Ian Ayres;Nonfiction;English;106;453;1484;1818;1194
1109407;Legacy of the Dog: The Ultimate Illustrated Guide to Over 200 Breeds;Tetsu Yamazaki;Animals;English;0;1;8;19;30
1109858;Gomorrah;Roberto Saviano;Crime;English;243;871;2855;4083;2471
1119327;Poiret;FranÃ§ois Baudot;Nonfiction;English;0;0;4;4;2
1120114;East Lynne;Ellen Price Wood;Classics;English;231;365;958;1102;1146
1129297;Go To: The Story of the Math Majors, Bridge Players, Engineers, Chess Wizards, Maverick Scientists, and Iconoclasts-- the Programmers Who Created the Software Revolution;Steve Lohr;Science;English;2;7;49;47;21
1129315;Wider Than the Sky: The Phenomenal Gift of Consciousness;Gerald M. Edelman;Science;English;17;32;79;96;87
1129939;The Berenstain Bears Get the Gimmies (The Berenstain Bears);Stan Berenstain;Childrens;English;58;198;798;935;1437
1137635;The Berenstain Bears' Trouble at School (The Berenstain Bears);Stan Berenstain;Unknown;English;203;553;3327;3876;8228
1139856;Belles on Their Toes (Cheaper by the Dozen #2);Frank B. Gilbreth Jr.;Nonfiction;English;87;149;1003;2020;2244
1140753;Hicksville;Dylan Horrocks;Sequential Art;English;27;125;381;543;542
1147696;The Fortunate Fall of Sir Gawain: The Typology of Sir Gawain and the Green Knight;Victor Y. Haines;Unknown;English;0;0;0;0;0
1151567;Audrey Hepburn: A Life in Pictures;Pierre-Henri Verlhac;Biography;English;2;4;27;61;85
1151568;Acts of Light: Martha Graham in the Twenty-first Century;Nan Deane Cano;Unknown;English;0;0;0;0;0
1155288;Drina's Dancing Year (Drina #2);Jean Estoril;Childrens;English;1;8;80;81;121
1158380;Ballet for Drina (Drina #1);Jean Estoril;Unknown;English;21;34;157;228;312
1159679;Princess Ashley;Richard Peck;Young Adult;English;3;18;51;35;22
1159696;History (La Storia #1-2);Elsa Morante;Fiction;English;52;122;411;778;1358
1165806;Gods Behaving Badly;Marie Phillips;Fiction;English;513;1649;4383;4038;1674
1169674;Listen To The Nightingale (Madame Holbein's #2);Rumer Godden;Unknown;English;0;1;32;46;43
1189091;Conversations in Sicily;Elio Vittorini;Fiction;English;32;101;329;432;294
1189454;Conscious Business: How to Build Value Through Values;Fred Kofman;Business;English;13;28;133;249;350
1203812;The Complete Cartoons of The New Yorker;Robert Mankoff;Humor;English;9;28;110;303;541
1203883;A Fortunate Life;Albert B. Facey;Biography;English;76;253;955;2126;2529
1213135;Sunset Song (A Scots Quair #1);Lewis Grassic Gibbon;Classics;English;130;198;481;861;1023
1216659;The Barry Diller Story: The Life and Times of America's Greatest Entertainment Mogul;George Mair;Unknown;English;0;3;4;3;5
1217526;Dance in Cuba;Gil Garcetti;Unknown;English;0;0;0;0;0
1227311;Ruby by Example: Concepts and Code;Kevin Baird;Unknown;English;1;2;11;7;6
1230853;Stewardess: Come Fly with Me!;Elissa Stein;Unknown;English;0;2;7;5;7
1252662;A Company of Swans;Eva Ibbotson;Historical;English;134;520;1865;3066;3064
1257465;Madame Doubtfire;Anne Fine;Fiction;English;72;227;716;688;537
1297985;French Cheeses: The Visual Guide to More Than 350 Cheeses from Every Region of France (Eyewitness Handbooks);Tomoko Yamada;Food and Drink;English;0;3;17;28;32
1300228;Perfect Tables: Tabletop Secrets, Settings And Centerpieces for Delicious Dining;William Yeoward;Unknown;English;0;3;2;3;0
1300866;Musicophilia: Tales of Music and the Brain;Oliver Sacks;Nonfiction;English;1664;2799;10013;14944;15757
1304344;Pro Active Record: Databases with Ruby and Rails;Kevin   Marshall;Unknown;English;4;6;10;4;2
1309050;The Daring Book for Girls (Daring Books for Girls);Andrea J. Buchanan;Nonfiction;English;58;180;615;1010;1202
1317696;Swing Like a Pro;Ralph Mann;Unknown;English;0;3;8;13;15
1317946;Les Liaisons Dangereuses;Pierre Choderlos de Laclos;Classics;English;591;1647;6987;13063;14678
1324372;The Enchantress of Florence;Salman Rushdie;Fiction;English;592;1613;4482;5435;3049
1326456;Managing Humans: Biting and Humorous Tales of a Software Engineering Manager;Michael Lopp;Business;English;23;86;462;828;612
1328088;Balanchine's Ballerinas: Conversations with the Muses;Robert Tracy;Unknown;English;0;0;3;6;9
1332474;Tanzania & Zanzibar, 2nd;Annabel Skinner;Unknown;English;0;0;0;0;0
1342999;The Land of Spices;Kate O'Brien;Fiction;English;5;31;94;129;132
1346507;The Nest Home Design Handbook;Carley Roney;Unknown;English;8;37;110;133;94
1352652;The Snow Child: A Russian Folktale;Freya Littledale;Childrens;English;2;5;50;76;81
1373381;Dress Rehearsal (Sadler's Wells #11);Lorna Hill;Unknown;English;1;4;24;26;12
1377932;Romansgrove;Mabel Esther Allan;Unknown;English;0;0;3;8;4
1391267;The Ship of Brides;Jojo Moyes;Historical;English;322;1179;5571;8116;4223
1398830;Dancers, Buildings And People In The Streets;Edwin Denby;Nonfiction;English;0;0;0;0;0
1407041;100 Ways to Take Better Portrait Photographs;Daniel Lezano;Art;English;0;2;11;11;2
1419462;Love and Limerence: The Experience of Being in Love;Dorothy Tennov;Psychology;English;4;15;65;107;119
1431778;Wild & Scenic California Wild & Scenic California;Carr Clifton;Unknown;English;0;0;0;0;0
1435928;501 Must-Read Books;Emma Beare;Nonfiction;English;11;17;110;152;134
1442745;Cheaper By The Dozen (Cheaper by the Dozen #1);Frank B. Gilbreth Jr.;Classics;English;457;1415;7049;11379;11290
1450966;Public and Private: Twenty Years Photographing The White House (National Geographic);Diana Walker;Unknown;English;0;0;2;6;4
1451568;Miracle of the Bells;Russell Janney;Unknown;English;0;1;5;13;15
1451662;Dancing Shoes (Shoes #9);Noel Streatfeild;Childrens;English;69;187;933;1555;1791
1472878;Le Bourgeois Gentilhomme;MoliÃ¨re;Classics;French;160;628;2450;2785;2161
1478017;Matisse;Gilles NÃ©ret;Art;English;2;8;22;44;57
1500209;Firefly Lane (Firefly Lane #1);Kristin Hannah;Fiction;English;2209;6835;27397;50406;54543
1505878;The Scent of Desire: Discovering Our Enigmatic Sense of Smell;Rachel Herz;Nonfiction;English;5;27;82;113;64
1513722;Nobody's Boy (Sans Famille);Hector Malot;Classics;English;95;269;1286;2944;4619
1521492;Earthquake I.D.;John Domini;Unknown;English;2;1;3;9;12
1521497;Over the Lip of the World: Among the Storytellers of Madagascar;Colleen J. McElroy;Nonfiction;English;1;4;6;0;6
1521503;Rosanna Joins the Wells (Sadler's Wells #8);Lorna Hill;Childrens;English;1;10;38;49;33
1526397;Jane Leaves the Wells (Sadler's Wells #5);Lorna Hill;Fiction;English;2;10;42;55;42
1527776;Ella at the Wells (Sadler's Wells #6);Lorna Hill;Childrens;English;1;9;27;52;32
1534603;The Perfect Day: 40 Years of Surfer Magazine;Sam George;Art;English;0;1;5;3;2
1536419;Where to Wear New York 2006: Fashion shopping from A-Z (Where to Wear: New York City Shopping Guide);Jill Fairchild, Gerri Gallagher, Julie Craik;Unknown;English;0;0;0;0;0
1538624;Warrant for Genocide: Key Elements of Turko-Armenian Conflict;Vahakn N. Dadrian;Unknown;English;0;0;0;0;0
1539785;Killing Rommel;Steven Pressfield;Historical;English;33;141;675;1173;814
1539787;Making the Impossible Possible: One Man's Blueprint for Unlocking Your Hidden Potential and Achieving the Extraordinary;Bill  Strickland;Nonfiction;English;9;35;69;152;136
1541298;Return To The Wells (Sadler's Wells #7);Lorna Hill;Fiction;English;1;10;39;46;37
1543796;Principal Role (Sadler's Wells #9);Lorna Hill;Childrens;English;0;10;37;32;24
1559840;Immediate Family;Sally Mann;Art;English;100;202;666;1046;2226
1575987;Mother Teresa: Come Be My Light: The Private Writings of the Saint of Calcutta;Brian Kolodiejchuk;Religion;English;59;148;461;835;1165
1591959;Simply Delicioso: A Collection of Everyday Recipes with a Latin Twist;Ingrid Hoffmann;Unknown;English;1;3;14;14;18
1596540;Full Frontal Fashion: The Insider's Guide to High Style in Every Situation;Melissa Sones;Unknown;English;1;5;8;0;2
1617037;The Negotiating Game: How to Get What You Want;Chester L. Karrass;Unknown;English;2;3;21;26;9
1621263;Child Of Happy Valley: A Memoir;Juanita Carberry;Cultural;English;0;1;13;16;10
1621264;Sneaker Wars: The Enemy Brothers Who Founded Adidas and Puma and the Family Feud That Forever Changed the Business of Sport;Barbara Smit;Nonfiction;English;8;31;158;238;126
1623748;Classic Turkish Cooking;Ghillie Basan;Food and Drink;English;0;0;8;18;17
1654201;Turkish Cooking;Ghillie Basan;Food and Drink;English;0;1;1;3;6
1658285;Ataturk's Children;Jonathan Rugman;Unknown;English;0;0;1;4;1
1658286;Maria Tallchief: America's Prima Ballerina;Maria Tallchief;Nonfiction;English;3;14;39;65;42
1674903;Curtain Call (Satin Slippers #6);Elizabeth Bernard;Unknown;English;1;2;16;12;6
1678339;Changing Partners (Satin Slippers #4);Elizabeth Bernard;Unknown;English;1;5;19;16;10
1678369;Ballet Life Behind the Scenes: From Classes, Rehearsals, and Performances to the Company and Home Lives of the Dancers;Wendy Neale;Unknown;English;0;0;0;0;0
1678664;In the Wings: Behind the Scenes at the New York City Ballet;Kyle Froman;Unknown;English;0;0;16;25;17
